Day,Time,Metres,Julian_Day,Maxima
7/4/2018,429,2.2,185,L
7/4/2018,843,2.7,185,H
7/4/2018,1531,1.2,185,LL
7/4/2018,2230,3.7,185,HH
7/5/2018,522,2,186,L
7/5/2018,1002,2.6,186,H
7/5/2018,1613,1.5,186,LL
7/5/2018,2302,3.7,186,HH
7/6/2018,613,1.8,187,L
7/6/2018,1133,2.6,187,H
7/6/2018,1704,1.8,187,LL
7/6/2018,2337,3.7,187,HH
7/7/2018,703,1.5,188,LL
7/7/2018,1309,2.7,188,H
7/7/2018,1805,2.1,188,L
7/8/2018,14,3.7,189,HH
7/8/2018,752,1.2,189,LL
7/8/2018,1435,3,189,H
7/8/2018,1914,2.4,189,L
7/9/2018,55,3.7,190,HH
7/9/2018,842,0.9,190,L
7/9/2018,1544,3.3,190,H
7/9/2018,2024,2.6,190,L
7/10/2018,139,3.7,191,HH
7/10/2018,932,0.6,191,LL
7/10/2018,1640,3.5,191,H
7/10/2018,2130,2.7,191,L
7/11/2018,227,3.8,192,HH
7/11/2018,1023,0.3,192,LL
7/11/2018,1729,3.7,192,H
7/11/2018,2230,2.8,192,L
7/12/2018,318,3.8,193,HH
7/12/2018,1113,0.2,193,LL
7/12/2018,1815,3.8,193,H
7/12/2018,2327,2.8,193,L
7/13/2018,412,3.8,194,H
7/13/2018,1202,0.1,194,LL
7/13/2018,1858,3.9,194,HH
7/14/2018,24,2.7,195,L
7/14/2018,507,3.7,195,H
7/14/2018,1249,0.1,195,LL
7/14/2018,1941,4,195,HH
7/15/2018,122,2.5,196,L
7/15/2018,604,3.6,196,H
7/15/2018,1335,0.2,196,LL
7/15/2018,2024,4,196,HH
7/16/2018,222,2.3,197,L
7/16/2018,705,3.4,197,H
7/16/2018,1420,0.4,197,LL
7/16/2018,2106,4,197,HH
7/17/2018,323,2.1,198,L
7/17/2018,811,3.1,198,H
7/17/2018,1504,0.8,198,LL
7/17/2018,2148,4,198,HH
7/18/2018,424,1.8,199,L
7/18/2018,927,2.9,199,H
7/18/2018,1550,1.2,199,LL
7/18/2018,2229,3.9,199,HH
7/19/2018,525,1.5,200,LL
7/19/2018,1057,2.8,200,H
7/19/2018,1640,1.7,200,L
7/19/2018,2309,3.8,200,HH
7/20/2018,624,1.3,201,LL
7/20/2018,1236,2.8,201,H
7/20/2018,1738,2.1,201,L
7/20/2018,2349,3.6,201,HH
7/21/2018,721,1.1,202,LL
7/21/2018,1411,3,202,H
7/21/2018,1849,2.5,202,L
7/22/2018,29,3.5,203,HH
7/22/2018,815,0.9,203,LL
7/22/2018,1527,3.2,203,H
7/22/2018,2007,2.7,203,L
7/23/2018,111,3.4,204,HH
7/23/2018,905,0.8,204,LL
7/23/2018,1623,3.4,204,HH
7/23/2018,2117,2.8,204,L
7/24/2018,154,3.3,205,H
7/24/2018,951,0.7,205,LL
7/24/2018,1706,3.6,205,HH
7/24/2018,2213,2.8,205,L
7/25/2018,237,3.3,206,H
7/25/2018,1034,0.6,206,LL
7/25/2018,1743,3.7,206,HH
7/25/2018,2257,2.8,206,L
7/26/2018,319,3.3,207,H
7/26/2018,1113,0.6,207,LL
7/26/2018,1817,3.7,207,HH
7/26/2018,2335,2.7,207,L
7/27/2018,359,3.3,208,H
7/27/2018,1149,0.6,208,LL
7/27/2018,1849,3.7,208,HH
7/28/2018,12,2.6,209,L
7/28/2018,439,3.3,209,H
7/28/2018,1222,0.6,209,LL
7/28/2018,1920,3.7,209,HH
7/29/2018,50,2.6,210,L
7/29/2018,520,3.3,210,H
7/29/2018,1253,0.6,210,LL
7/29/2018,1949,3.7,210,HH
7/30/2018,129,2.4,211,L
7/30/2018,602,3.2,211,H
7/30/2018,1324,0.7,211,LL
7/30/2018,2015,3.7,211,HH
7/31/2018,211,2.3,212,L
7/31/2018,648,3.1,212,H
7/31/2018,1354,0.9,212,LL
7/31/2018,2039,3.7,212,HH
8/1/2018,255,2.1,213,LL
8/1/2018,740,3,213,H
8/1/2018,1426,1.1,213,LL
8/1/2018,2105,3.7,213,HH
8/2/2018,341,1.9,214,L
8/2/2018,840,2.9,214,H
8/2/2018,1501,1.4,214,LL
8/2/2018,2133,3.6,214,HH
8/3/2018,429,1.7,215,L
8/3/2018,951,2.8,215,H
8/3/2018,1541,1.7,215,LL
8/3/2018,2204,3.6,215,HH
8/4/2018,519,1.5,216,LL
8/4/2018,1116,2.8,216,H
8/4/2018,1631,2.1,216,L
8/4/2018,2241,3.6,216,HH
8/5/2018,613,1.2,217,LL
8/5/2018,1253,2.9,217,H
8/5/2018,1736,2.4,217,L
8/5/2018,2323,3.6,217,HH
8/6/2018,709,1,218,LL
8/6/2018,1425,3.1,218,H
8/6/2018,1854,2.6,218,L
8/7/2018,11,3.6,219,HH
8/7/2018,809,0.7,219,LL
8/7/2018,1535,3.4,219,H
8/7/2018,2015,2.8,219,L
8/8/2018,107,3.6,220,HH
8/8/2018,908,0.5,220,LL
8/8/2018,1628,3.6,220,H
8/8/2018,2126,2.8,220,L
8/9/2018,208,3.6,221,HH
8/9/2018,1004,0.3,221,LL
8/9/2018,1713,3.7,221,HH
8/9/2018,2227,2.7,221,L
8/10/2018,309,3.7,222,H
8/10/2018,1056,0.1,222,LL
8/10/2018,1753,3.8,222,HH
8/10/2018,2321,2.5,222,L
8/11/2018,410,3.7,223,H
8/11/2018,1145,0.1,223,LL
8/11/2018,1831,3.9,223,HH
8/12/2018,14,2.3,224,L
8/12/2018,508,3.6,224,H
8/12/2018,1229,0.2,224,LL
8/12/2018,1908,3.9,224,HH
8/13/2018,106,2.1,225,L
8/13/2018,606,3.5,225,H
8/13/2018,1312,0.4,225,LL
8/13/2018,1945,4,225,HH
8/14/2018,158,1.8,226,L
8/14/2018,705,3.3,226,H
8/14/2018,1353,0.7,226,LL
8/14/2018,2021,3.9,226,HH
8/15/2018,251,1.6,227,L
8/15/2018,809,3.2,227,H
8/15/2018,1434,1.1,227,LL
8/15/2018,2058,3.9,227,HH
8/16/2018,345,1.4,228,L
8/16/2018,921,3,228,H
8/16/2018,1518,1.5,228,L
8/16/2018,2135,3.7,228,HH
8/17/2018,440,1.2,229,LL
8/17/2018,1047,2.9,229,H
8/17/2018,1608,2,229,L
8/17/2018,2212,3.6,229,HH
8/18/2018,536,1.1,230,LL
8/18/2018,1221,3,230,H
8/18/2018,1712,2.4,230,L
8/18/2018,2252,3.4,230,HH
8/19/2018,633,1,231,LL
8/19/2018,1350,3.1,231,H
8/19/2018,1836,2.6,231,L
8/19/2018,2336,3.2,231,H
8/20/2018,731,0.9,232,LL
8/20/2018,1502,3.3,232,HH
8/20/2018,2006,2.7,232,L
8/21/2018,28,3.1,233,H
8/21/2018,828,0.8,233,LL
8/21/2018,1555,3.4,233,HH
8/21/2018,2116,2.7,233,L
8/22/2018,125,3.1,234,H
8/22/2018,920,0.8,234,LL
8/22/2018,1636,3.5,234,HH
8/22/2018,2205,2.6,234,L
8/23/2018,220,3.1,235,H
8/23/2018,1005,0.7,235,LL
8/23/2018,1711,3.6,235,HH
8/23/2018,2242,2.5,235,L
8/24/2018,311,3.1,236,H
8/24/2018,1045,0.7,236,LL
8/24/2018,1742,3.6,236,HH
8/24/2018,2316,2.4,236,L
8/25/2018,356,3.2,237,H
8/25/2018,1121,0.6,237,LL
8/25/2018,1811,3.6,237,HH
8/25/2018,2350,2.3,237,L
8/26/2018,439,3.2,238,H
8/26/2018,1154,0.7,238,LL
8/26/2018,1837,3.6,238,HH
8/27/2018,24,2.2,239,L
8/27/2018,522,3.2,239,H
8/27/2018,1225,0.8,239,LL
8/27/2018,1900,3.6,239,HH
8/28/2018,59,2,240,L
8/28/2018,605,3.2,240,H
8/28/2018,1256,0.9,240,LL
8/28/2018,1921,3.6,240,HH
8/29/2018,137,1.8,241,L
8/29/2018,651,3.2,241,H
8/29/2018,1327,1.1,241,LL
8/29/2018,1942,3.6,241,HH
8/30/2018,216,1.6,242,L
8/30/2018,742,3.1,242,H
8/30/2018,1359,1.4,242,LL
8/30/2018,2007,3.6,242,HH
8/31/2018,258,1.4,243,LL
8/31/2018,840,3.1,243,H
8/31/2018,1436,1.7,243,L
8/31/2018,2035,3.5,243,HH
9/1/2018,343,1.2,244,
9/1/2018,947,3,244,
9/1/2018,1520,2,244,
9/1/2018,2109,3.5,244,
9/2/2018,433,1.1,245,
9/2/2018,1108,3,245,
9/2/2018,1617,2.3,245,
9/2/2018,2149,3.4,245,
9/3/2018,529,0.9,246,
9/3/2018,1241,3.1,246,
9/3/2018,1734,2.6,246,
9/3/2018,2239,3.3,246,
9/4/2018,631,0.8,247,
9/4/2018,1407,3.3,247,
9/4/2018,1905,2.7,247,
9/4/2018,2343,3.3,247,
9/5/2018,738,0.6,248,
9/5/2018,1511,3.5,248,
9/5/2018,2027,2.6,248,
9/6/2018,55,3.3,249,
9/6/2018,843,0.5,249,
9/6/2018,1559,3.6,249,
9/6/2018,2131,2.5,249,
9/7/2018,208,3.3,250,
9/7/2018,942,0.4,250,
9/7/2018,1640,3.7,250,
9/7/2018,2224,2.3,250,
9/8/2018,315,3.4,251,
9/8/2018,1034,0.3,251,
9/8/2018,1717,3.8,251,
9/8/2018,2312,2,251,
9/9/2018,417,3.5,252,
9/9/2018,1121,0.4,252,
9/9/2018,1751,3.8,252,
9/9/2018,2358,1.7,252,
9/10/2018,515,3.5,253,
9/10/2018,1204,0.6,253,
9/10/2018,1824,3.9,253,
9/11/2018,43,1.5,254,
9/11/2018,611,3.5,254,
9/11/2018,1245,0.9,254,
9/11/2018,1856,3.8,254,
9/12/2018,129,1.3,255,
9/12/2018,707,3.4,255,
9/12/2018,1325,1.2,255,
9/12/2018,1929,3.8,255,
9/13/2018,215,1.1,256,
9/13/2018,807,3.3,256,
9/13/2018,1406,1.6,256,
9/13/2018,2001,3.6,256,
9/14/2018,302,1,257,
9/14/2018,914,3.2,257,
9/14/2018,1451,2,257,
9/14/2018,2034,3.5,257,
9/15/2018,350,0.9,258,
9/15/2018,1029,3.2,258,
9/15/2018,1546,2.3,258,
9/15/2018,2108,3.3,258,
9/16/2018,441,0.9,259,
9/16/2018,1149,3.2,259,
9/16/2018,1701,2.6,259,
9/16/2018,2147,3.1,259,
9/17/2018,536,1,260,
9/17/2018,1306,3.3,260,
9/17/2018,1842,2.6,260,
9/17/2018,2239,2.9,260,
9/18/2018,636,1,261,
9/18/2018,1413,3.4,261,
9/18/2018,2013,2.6,261,
9/18/2018,2350,2.8,261,
9/19/2018,737,1,262,
9/19/2018,1506,3.4,262,
9/19/2018,2109,2.4,262,
9/20/2018,109,2.8,263,
9/20/2018,835,1,263,
9/20/2018,1547,3.5,263,
9/20/2018,2147,2.3,263,
9/21/2018,217,2.8,264,
9/21/2018,925,0.9,264,
9/21/2018,1622,3.5,264,
9/21/2018,2220,2.1,264,
9/22/2018,312,2.9,265,
9/22/2018,1008,0.9,265,
9/22/2018,1652,3.5,265,
9/22/2018,2251,2,265,
9/23/2018,359,3.1,266,
9/23/2018,1046,1,266,
9/23/2018,1718,3.5,266,
9/23/2018,2322,1.8,266,
9/24/2018,444,3.2,267,
9/24/2018,1121,1,267,
9/24/2018,1740,3.5,267,
9/24/2018,2354,1.6,267,
9/25/2018,526,3.3,268,
9/25/2018,1154,1.2,268,
9/25/2018,1759,3.5,268,
9/26/2018,28,1.4,269,
9/26/2018,610,3.4,269,
9/26/2018,1227,1.3,269,
9/26/2018,1820,3.5,269,
9/27/2018,103,1.2,270,
9/27/2018,656,3.4,270,
9/27/2018,1301,1.6,270,
9/27/2018,1844,3.5,270,
9/28/2018,140,1,271,
9/28/2018,745,3.4,271,
9/28/2018,1338,1.8,271,
9/28/2018,1910,3.5,271,
9/29/2018,220,0.9,272,
9/29/2018,841,3.4,272,
9/29/2018,1421,2.1,272,
9/29/2018,1941,3.4,272,
9/30/2018,304,0.8,273,
9/30/2018,946,3.4,273,
9/30/2018,1514,2.4,273,
9/30/2018,2018,3.3,273,
10/1/2018,354,0.7,274,
10/1/2018,1059,3.4,274,
10/1/2018,1626,2.6,274,
10/1/2018,2104,3.2,274,
10/2/2018,452,0.7,275,
10/2/2018,1220,3.5,275,
10/2/2018,1759,2.6,275,
10/2/2018,2210,3,275,
10/3/2018,558,0.7,276,
10/3/2018,1333,3.5,276,
10/3/2018,1930,2.5,276,
10/3/2018,2335,2.9,276,
10/4/2018,707,0.7,277,
10/4/2018,1431,3.6,277,
10/4/2018,2037,2.3,277,
10/5/2018,103,2.9,278,
10/5/2018,815,0.7,278,
10/5/2018,1517,3.7,278,
10/5/2018,2128,2,278,
10/6/2018,222,3,279,
10/6/2018,915,0.7,279,
10/6/2018,1556,3.8,279,
10/6/2018,2213,1.7,279,
10/7/2018,330,3.2,280,
10/7/2018,1008,0.9,280,
10/7/2018,1630,3.8,280,
10/7/2018,2256,1.4,280,
10/8/2018,430,3.3,281,
10/8/2018,1055,1,281,
10/8/2018,1703,3.8,281,
10/8/2018,2337,1.1,281,
10/9/2018,525,3.5,282,
10/9/2018,1138,1.3,282,
10/9/2018,1733,3.8,282,
10/10/2018,18,0.9,283,
10/10/2018,618,3.5,283,
10/10/2018,1219,1.6,283,
10/10/2018,1804,3.7,283,
10/11/2018,58,0.8,284,
10/11/2018,710,3.6,284,
10/11/2018,1301,1.8,284,
10/11/2018,1833,3.6,284,
10/12/2018,138,0.7,285,
10/12/2018,805,3.6,285,
10/12/2018,1345,2.1,285,
10/12/2018,1903,3.4,285,
10/13/2018,219,0.7,286,
10/13/2018,902,3.6,286,
10/13/2018,1434,2.4,286,
10/13/2018,1932,3.2,286,
10/14/2018,301,0.7,287,
10/14/2018,1003,3.5,287,
10/14/2018,1536,2.5,287,
10/14/2018,2002,3,287,
10/15/2018,346,0.8,288,
10/15/2018,1107,3.5,288,
10/15/2018,1704,2.6,288,
10/15/2018,2038,2.8,288,
10/16/2018,435,1,289,
10/16/2018,1212,3.5,289,
10/16/2018,1850,2.5,289,
10/16/2018,2136,2.6,289,
10/17/2018,530,1.1,290,
10/17/2018,1312,3.5,290,
10/17/2018,2005,2.3,290,
10/17/2018,2315,2.5,290,
10/18/2018,631,1.2,291,
10/18/2018,1403,3.5,291,
10/18/2018,2047,2.1,291,
10/19/2018,58,2.5,292,
10/19/2018,734,1.3,292,
10/19/2018,1446,3.5,292,
10/19/2018,2120,1.9,292,
10/20/2018,216,2.6,293,
10/20/2018,832,1.3,293,
10/20/2018,1520,3.5,293,
10/20/2018,2150,1.7,293,
10/21/2018,314,2.8,294,
10/21/2018,922,1.4,294,
10/21/2018,1549,3.5,294,
10/21/2018,2220,1.5,294,
10/22/2018,403,3,295,
10/22/2018,1006,1.5,295,
10/22/2018,1613,3.5,295,
10/22/2018,2251,1.3,295,
10/23/2018,447,3.2,296,
10/23/2018,1045,1.6,296,
10/23/2018,1635,3.5,296,
10/23/2018,2323,1.1,296,
10/24/2018,530,3.4,297,
10/24/2018,1123,1.8,297,
10/24/2018,1657,3.5,297,
10/24/2018,2356,0.9,297,
10/25/2018,614,3.6,298,
10/25/2018,1201,1.9,298,
10/25/2018,1722,3.6,298,
10/26/2018,32,0.7,299,
10/26/2018,659,3.7,299,
10/26/2018,1240,2.1,299,
10/26/2018,1750,3.6,299,
10/27/2018,110,0.5,300,
10/27/2018,748,3.7,300,
10/27/2018,1324,2.3,300,
10/27/2018,1821,3.5,300,
10/28/2018,151,0.4,301,
10/28/2018,842,3.8,301,
10/28/2018,1416,2.5,301,
10/28/2018,1857,3.4,301,
10/29/2018,237,0.4,302,
10/29/2018,942,3.8,302,
10/29/2018,1522,2.6,302,
10/29/2018,1941,3.2,302,
10/30/2018,328,0.5,303,
10/30/2018,1046,3.8,303,
10/30/2018,1648,2.6,303,
10/30/2018,2039,3,303,
10/31/2018,425,0.6,304,
10/31/2018,1151,3.8,304,
10/31/2018,1819,2.4,304,
10/31/2018,2203,2.7,304,
11/1/2018,528,0.8,305,
11/1/2018,1252,3.8,305,
11/1/2018,1933,2.1,305,
11/1/2018,2345,2.7,305,
11/2/2018,636,0.9,306,
11/2/2018,1344,3.8,306,
11/2/2018,2028,1.8,306,
11/3/2018,121,2.7,307,
11/3/2018,743,1.1,307,
11/3/2018,1428,3.8,307,
11/3/2018,2114,1.5,307,
11/4/2018,242,2.9,308,
11/4/2018,845,1.4,308,
11/4/2018,1506,3.8,308,
11/4/2018,2156,1.1,308,
11/5/2018,349,3.1,309,
11/5/2018,941,1.6,309,
11/5/2018,1541,3.8,309,
11/5/2018,2236,0.9,309,
11/6/2018,446,3.4,310,
11/6/2018,1030,1.8,310,
11/6/2018,1612,3.7,310,
11/6/2018,2315,0.6,310,
11/7/2018,538,3.6,311,
11/7/2018,1117,2,311,
11/7/2018,1643,3.7,311,
11/7/2018,2353,0.5,311,
11/8/2018,626,3.7,312,
11/8/2018,1201,2.2,312,
11/8/2018,1713,3.6,312,
11/9/2018,30,0.5,313,
11/9/2018,713,3.8,313,
11/9/2018,1245,2.4,313,
11/9/2018,1742,3.5,313,
11/10/2018,107,0.5,314,
11/10/2018,759,3.9,314,
11/10/2018,1331,2.5,314,
11/10/2018,1810,3.3,314,
11/11/2018,144,0.5,315,
11/11/2018,847,3.9,315,
11/11/2018,1424,2.6,315,
11/11/2018,1839,3.1,315,
11/12/2018,221,0.6,316,
11/12/2018,936,3.8,316,
11/12/2018,1529,2.7,316,
11/12/2018,1909,2.9,316,
11/13/2018,300,0.7,317,
11/13/2018,1027,3.8,317,
11/13/2018,1652,2.6,317,
11/13/2018,1945,2.7,317,
11/14/2018,341,0.9,318,
11/14/2018,1118,3.7,318,
11/14/2018,1822,2.4,318,
11/14/2018,2046,2.5,318,
11/15/2018,427,1.1,319,
11/15/2018,1208,3.7,319,
11/15/2018,1928,2.2,319,
11/15/2018,2235,2.3,319,
11/16/2018,520,1.4,320,
11/16/2018,1254,3.6,320,
11/16/2018,2009,1.9,320,
11/17/2018,37,2.3,321,
11/17/2018,622,1.6,321,
11/17/2018,1334,3.6,321,
11/17/2018,2042,1.7,321,
11/18/2018,207,2.5,322,
11/18/2018,727,1.8,322,
11/18/2018,1407,3.6,322,
11/18/2018,2114,1.4,322,
11/19/2018,311,2.8,323,
11/19/2018,827,1.9,323,
11/19/2018,1437,3.6,323,
11/19/2018,2146,1.2,323,
11/20/2018,403,3.1,324,
11/20/2018,921,2.1,324,
11/20/2018,1504,3.6,324,
11/20/2018,2219,0.9,324,
11/21/2018,449,3.4,325,
11/21/2018,1009,2.2,325,
11/21/2018,1531,3.6,325,
11/21/2018,2253,0.7,325,
11/22/2018,533,3.6,326,
11/22/2018,1054,2.4,326,
11/22/2018,1601,3.7,326,
11/22/2018,2330,0.4,326,
11/23/2018,617,3.8,327,
11/23/2018,1138,2.5,327,
11/23/2018,1633,3.7,327,
11/24/2018,9,0.3,328,
11/24/2018,702,3.9,328,
11/24/2018,1225,2.6,328,
11/24/2018,1709,3.7,328,
11/25/2018,50,0.2,329,
11/25/2018,749,4,329,
11/25/2018,1316,2.7,329,
11/25/2018,1749,3.6,329,
11/26/2018,134,0.1,330,
11/26/2018,839,4,330,
11/26/2018,1416,2.7,330,
11/26/2018,1834,3.4,330,
11/27/2018,221,0.2,331,
11/27/2018,932,4,331,
11/27/2018,1528,2.6,331,
11/27/2018,1928,3.2,331,
11/28/2018,311,0.4,332,
11/28/2018,1025,4,332,
11/28/2018,1648,2.5,332,
11/28/2018,2038,2.9,332,
11/29/2018,404,0.6,333,
11/29/2018,1119,4,333,
11/29/2018,1806,2.2,333,
11/29/2018,2210,2.6,333,
11/30/2018,500,0.9,334,
11/30/2018,1209,4,334,
11/30/2018,1911,1.8,334,
11/30/2018,2357,2.6,334,
12/1/2018,602,1.3,335,
12/1/2018,1255,3.9,335,
12/1/2018,2006,1.4,335,
12/2/2018,138,2.7,336,
12/2/2018,708,1.7,336,
12/2/2018,1338,3.9,336,
12/2/2018,2053,1.1,336,
12/3/2018,302,2.9,337,
12/3/2018,814,2,337,
12/3/2018,1416,3.8,337,
12/3/2018,2136,0.8,337,
12/4/2018,409,3.2,338,
12/4/2018,917,2.3,338,
12/4/2018,1452,3.7,338,
12/4/2018,2217,0.6,338,
12/5/2018,504,3.5,339,
12/5/2018,1013,2.5,339,
12/5/2018,1525,3.7,339,
12/5/2018,2256,0.4,339,
12/6/2018,550,3.7,340,
12/6/2018,1103,2.6,340,
12/6/2018,1558,3.6,340,
12/6/2018,2333,0.3,340,
12/7/2018,632,3.9,341,
12/7/2018,1149,2.7,341,
12/7/2018,1630,3.5,341,
12/8/2018,10,0.3,342,
12/8/2018,711,4,342,
12/8/2018,1234,2.8,342,
12/8/2018,1701,3.4,342,
12/9/2018,45,0.4,343,
12/9/2018,750,4,343,
12/9/2018,1320,2.8,343,
12/9/2018,1733,3.3,343,
12/10/2018,120,0.4,344,
12/10/2018,830,4,344,
12/10/2018,1410,2.7,344,
12/10/2018,1805,3.2,344,
12/11/2018,154,0.5,345,
12/11/2018,910,4,345,
12/11/2018,1507,2.7,345,
12/11/2018,1841,3,345,
12/12/2018,228,0.7,346,
12/12/2018,950,3.9,346,
12/12/2018,1612,2.6,346,
12/12/2018,1925,2.8,346,
12/13/2018,302,0.9,347,
12/13/2018,1030,3.9,347,
12/13/2018,1719,2.4,347,
12/13/2018,2027,2.5,347,
12/14/2018,339,1.1,348,
12/14/2018,1107,3.8,348,
12/14/2018,1820,2.1,348,
12/14/2018,2159,2.4,348,
12/15/2018,422,1.4,349,
12/15/2018,1143,3.8,349,
12/15/2018,1910,1.8,349,
12/15/2018,2356,2.3,349,
12/16/2018,514,1.7,350,
12/16/2018,1218,3.7,350,
12/16/2018,1952,1.6,350,
12/17/2018,144,2.5,351,
12/17/2018,619,2,351,
12/17/2018,1251,3.7,351,
12/17/2018,2031,1.3,351,
12/18/2018,301,2.8,352,
12/18/2018,730,2.3,352,
12/18/2018,1325,3.7,352,
12/18/2018,2109,1,352,
12/19/2018,359,3.1,353,
12/19/2018,836,2.5,353,
12/19/2018,1401,3.7,353,
12/19/2018,2147,0.7,353,
12/20/2018,449,3.5,354,
12/20/2018,935,2.7,354,
12/20/2018,1438,3.8,354,
12/20/2018,2227,0.4,354,
12/21/2018,533,3.7,355,
12/21/2018,1030,2.8,355,
12/21/2018,1518,3.8,355,
12/21/2018,2309,0.2,355,
12/22/2018,616,3.9,356,
12/22/2018,1121,2.8,356,
12/22/2018,1601,3.8,356,
12/22/2018,2353,0,356,
12/23/2018,659,4,357,
12/23/2018,1214,2.8,357,
12/23/2018,1647,3.8,357,
12/24/2018,38,?0.1,358,
12/24/2018,742,4.1,358,
12/24/2018,1310,2.8,358,
12/24/2018,1737,3.7,358,
12/25/2018,123,0,359,
12/25/2018,826,4.1,359,
12/25/2018,1410,2.6,359,
12/25/2018,1831,3.4,359,
12/26/2018,208,0.1,360,
12/26/2018,911,4.2,360,
12/26/2018,1516,2.5,360,
12/26/2018,1932,3.2,360,
12/27/2018,254,0.4,361,
12/27/2018,956,4.2,361,
12/27/2018,1625,2.2,361,
12/27/2018,2045,2.9,361,
12/28/2018,341,0.7,362,
12/28/2018,1040,4.1,362,
12/28/2018,1732,1.9,362,
12/28/2018,2215,2.7,362,
12/29/2018,432,1.2,363,
12/29/2018,1124,4.1,363,
12/29/2018,1836,1.5,363,
12/30/2018,1,2.6,364,
12/30/2018,528,1.7,364,
12/30/2018,1206,4,364,
12/30/2018,1933,1.2,364,
12/31/2018,149,2.8,365,
12/31/2018,635,2.1,365,
12/31/2018,1247,3.8,365,
12/31/2018,2025,0.9,365,
